n;m;nsets
int;int;int
6;4;41
7;4;50
8;4;112
9;4;131
10;4;164
11;4;311
12;4;299
13;4;242
14;4;285
15;4;675
16;4;2119
17;4;1343
18;4;2049
19;4;2951
20;4;4679
22;4;4720
24;4;13113
26;4;11669
28;4;24730
30;4;87430
5;4;20
6;4;29
7;4;39
8;4;176
9;4;124
10;4;247
11;4;220
12;4;283
13;4;1124
14;4;744
15;4;961
16;4;1803
17;4;2314
18;4;1269
19;4;5417
20;4;6738
22;4;5373
24;4;5692
26;4;8392
28;4;51494
30;4;44826
5;4;31
6;4;36
7;4;40
8;4;108
9;4;283
10;4;160
11;4;139
12;4;482
13;4;478
14;4;518
15;4;717
16;4;2599
17;4;3681
18;4;7222
19;4;2798
20;4;19044
22;4;6605
24;4;4973
26;4;4746
28;4;6533
30;4;118829
5;4;23
6;4;30
7;4;42
8;4;131
9;4;120
10;4;128
11;4;578
12;4;709
13;4;181
14;4;195
15;4;894
16;4;2529
17;4;2355
18;4;2825
19;4;1516
20;4;5733
22;4;7058
24;4;4029
26;4;4671
28;4;40092
30;4;7964
5;4;19
6;4;19
7;4;29
8;4;103
9;4;53
10;4;290
11;4;274
12;4;375
13;4;554
14;4;432
15;4;1552
16;4;2768
17;4;2978
18;4;1359
19;4;6121
20;4;2505
22;4;2530
24;4;8379
26;4;11249
28;4;35365
30;4;14475
5;4;27
6;4;22
7;4;55
8;4;81
9;4;54
10;4;105
11;4;177
12;4;370
13;4;518
14;4;1605
15;4;507
16;4;1232
17;4;1971
18;4;3908
19;4;7851
20;4;7270
22;4;6068
24;4;17815
26;4;15058
28;4;14499
30;4;12084
5;4;25
6;4;29
7;4;44
8;4;103
9;4;125
10;4;114
11;4;152
12;4;248
13;4;326
14;4;873
15;4;605
16;4;1464
17;4;1012
18;4;2214
19;4;4402
20;4;2345
22;4;5804
24;4;10589
26;4;5695
28;4;11945
30;4;24081
5;4;23
6;4;47
7;4;59
8;4;110
9;4;133
10;4;172
11;4;211
12;4;303
13;4;679
14;4;621
15;4;491
16;4;497
17;4;5363
18;4;1624
19;4;3987
20;4;2818
22;4;6333
24;4;23998
26;4;27902
28;4;10215
30;4;16976
5;4;25
6;4;29
7;4;54
8;4;75
9;4;131
10;4;89
11;4;552
12;4;472
13;4;701
14;4;842
15;4;1597
16;4;1071
17;4;2267
18;4;2836
19;4;2130
20;4;7593
22;4;4542
24;4;30531
26;4;6698
28;4;28632
30;4;25290
5;4;24
6;4;34
7;4;53
8;4;132
9;4;61
10;4;181
11;4;262
12;4;405
13;4;726
14;4;446
15;4;356
16;4;871
17;4;1403
18;4;4165
19;4;3016
20;4;3654
22;4;5852
24;4;24036
26;4;32791
28;4;32335
30;4;23688
5;4;23
6;4;49
7;4;54
8;4;105
9;4;148
10;4;169
11;4;359
12;4;329
13;4;362
14;4;590
15;4;597
16;4;2037
17;4;1824
18;4;1194
19;4;1923
20;4;5623
22;4;11566
24;4;15521
26;4;9634
28;4;11798
30;4;20252
5;4;23
6;4;39
7;4;74
8;4;110
9;4;89
10;4;144
11;4;190
12;4;230
13;4;480
14;4;592
15;4;1133
16;4;1439
17;4;1267
18;4;1114
19;4;3581
20;4;1698
22;4;13698
24;4;11287
26;4;22788
28;4;31139
30;4;28316
5;4;25
6;4;39
7;4;51
8;4;92
9;4;115
10;4;118
11;4;246
12;4;181
13;4;326
14;4;1170
15;4;1553
16;4;3337
17;4;782
18;4;3641
19;4;3701
20;4;1529
22;4;12805
24;4;6993
26;4;28430
28;4;25652
30;4;17006
5;4;18
6;4;25
7;4;51
8;4;66
9;4;150
10;4;341
11;4;621
12;4;327
13;4;498
14;4;472
15;4;4021
16;4;2229
17;4;878
18;4;4821
19;4;2778
20;4;4066
22;4;2069
24;4;7549
26;4;11700
28;4;21666
30;4;9122
5;4;18
6;4;50
7;4;57
8;4;74
9;4;156
10;4;130
11;4;251
12;4;456
13;4;475
14;4;943
15;4;1105
16;4;729
17;4;613
18;4;2473
19;4;4002
20;4;2127
22;4;5509
24;4;8865
26;4;29062
28;4;15803
30;4;34578
5;4;20
6;4;33
7;4;92
8;4;90
9;4;190
10;4;128
11;4;375
12;4;540
13;4;458
14;4;317
15;4;997
16;4;2068
17;4;2028
18;4;1699
19;4;3505
20;4;4400
22;4;13815
24;4;8307
26;4;13833
28;4;17816
30;4;38503
5;4;18
6;4;51
7;4;27
8;4;69
9;4;134
10;4;371
11;4;178
12;4;431
13;4;501
14;4;510
15;4;670
16;4;752
17;4;1285
18;4;1889
19;4;10379
20;4;2048
22;4;4885
24;4;3523
26;4;14260
28;4;17160
30;4;16837
5;4;21
6;4;32
7;4;49
8;4;134
9;4;77
10;4;252
11;4;369
12;4;504
13;4;277
14;4;958
15;4;857
16;4;2537
17;4;2261
18;4;3243
19;4;1504
20;4;3089
22;4;6743
24;4;10186
26;4;8416
28;4;20106
30;4;44583
5;4;27
6;4;36
7;4;54
8;4;115
9;4;100
10;4;139
11;4;450
12;4;331
13;4;645
14;4;1315
15;4;1769
16;4;662
17;4;595
18;4;1736
19;4;9334
20;4;1829
22;4;5303
24;4;10059
26;4;8460
28;4;6996
30;4;13845
5;4;27
6;4;31
7;4;60
8;4;144
9;4;142
10;4;146
11;4;131
12;4;369
13;4;434
14;4;976
15;4;690
16;4;1322
17;4;843
18;4;4292
19;4;2322
20;4;4332
22;4;4384
24;4;9301
26;4;17618
28;4;34457
30;4;18680
5;4;25
6;4;39
7;4;50
8;4;131
9;4;142
10;4;402
11;4;296
12;4;152
13;4;473
14;4;569
15;4;1019
16;4;913
17;4;2888
18;4;2841
19;4;2060
20;4;3072
22;4;2989
24;4;9768
26;4;6209
28;4;18428
30;4;42182
5;4;22
6;4;47
7;4;68
8;4;115
9;4;134
10;4;431
11;4;329
12;4;450
13;4;508
14;4;1040
15;4;1005
16;4;1415
17;4;839
18;4;4872
19;4;2034
20;4;4634
22;4;4405
24;4;2503
26;4;9276
28;4;19379
30;4;15757
5;4;31
6;4;27
7;4;63
8;4;54
9;4;141
10;4;175
11;4;229
12;4;249
13;4;276
14;4;828
15;4;398
16;4;1758
17;4;2756
18;4;1938
19;4;4471
20;4;3797
22;4;4430
24;4;19382
26;4;6150
28;4;20121
30;4;23527
5;4;31
6;4;39
7;4;37
8;4;57
9;4;197
10;4;248
11;4;251
12;4;491
13;4;805
14;4;772
15;4;2619
16;4;1099
17;4;1070
18;4;2614
19;4;889
20;4;3361
22;4;2622
24;4;13713
26;4;11860
28;4;15821
30;4;40971
5;4;17
6;4;32
7;4;80
8;4;64
9;4;272
10;4;154
11;4;430
12;4;375
13;4;596
14;4;737
15;4;582
16;4;2602
17;4;963
18;4;1439
19;4;1896
20;4;4226
22;4;6043
24;4;6930
26;4;9661
28;4;21677
30;4;17873
5;4;27
6;4;39
7;4;89
8;4;119
9;4;110
10;4;228
11;4;391
12;4;508
13;4;1102
14;4;1314
15;4;1157
16;4;749
17;4;641
18;4;2925
19;4;2204
20;4;2115
22;4;6727
24;4;16334
26;4;22299
28;4;7593
30;4;22246
5;4;21
6;4;53
7;4;55
8;4;106
9;4;66
10;4;222
11;4;295
12;4;241
13;4;277
14;4;720
15;4;3143
16;4;1340
17;4;4036
18;4;6501
19;4;2609
20;4;2345
22;4;7985
24;4;11677
26;4;33577
28;4;28156
30;4;19888
5;4;29
6;4;31
7;4;77
8;4;94
9;4;94
10;4;213
11;4;267
12;4;337
13;4;371
14;4;614
15;4;1163
16;4;975
17;4;1596
18;4;1936
19;4;2911
20;4;3138
22;4;29809
24;4;7685
26;4;6079
28;4;27325
30;4;13643
5;4;18
6;4;47
7;4;46
8;4;91
9;4;235
10;4;94
11;4;467
12;4;660
13;4;326
14;4;596
15;4;747
16;4;1624
17;4;1773
18;4;2750
19;4;2044
20;4;4081
22;4;10580
24;4;9505
26;4;8871
28;4;13720
30;4;13909
5;4;19
6;4;43
7;4;68
8;4;82
9;4;127
10;4;401
11;4;354
12;4;907
13;4;380
14;4;559
15;4;637
16;4;1005
17;4;1184
18;4;4560
19;4;2642
20;4;1840
22;4;5427
24;4;9035
26;4;37729
28;4;14033
30;4;22057
5;4;22
6;4;25
7;4;62
8;4;80
9;4;104
10;4;387
11;4;363
12;4;904
13;4;347
14;4;613
15;4;814
16;4;1889
17;4;2473
18;4;1503
19;4;1967
20;4;1137
22;4;3512
24;4;17223
26;4;13098
28;4;19326
30;4;21176
5;4;18
6;4;24
7;4;85
8;4;112
9;4;173
10;4;200
11;4;322
12;4;161
13;4;314
14;4;1012
15;4;1464
16;4;1400
17;4;2277
18;4;2291
19;4;2999
20;4;2119
22;4;8405
24;4;14566
26;4;7546
28;4;9396
30;4;12608
5;4;21
6;4;24
7;4;65
8;4;68
9;4;189
10;4;73
11;4;111
12;4;236
13;4;481
14;4;906
15;4;1454
16;4;1961
17;4;2252
18;4;1494
19;4;1454
20;4;7657
22;4;8254
24;4;8709
26;4;16491
28;4;10293
30;4;50370
5;5;25
6;5;28
7;5;47
8;5;113
9;5;109
10;5;304
11;5;504
12;5;582
13;5;678
14;5;1522
15;5;1102
16;5;1049
17;5;4119
18;5;4544
19;5;2702
20;5;3248
22;5;26783
24;5;12550
26;5;44410
28;5;
30;5;117290
5;5;21
6;5;28
7;5;94
8;5;91
9;5;189
10;5;119
11;5;344
12;5;609
13;5;1767
14;5;680
15;5;1364
16;5;1755
17;5;1409
18;5;6208
19;5;3639
20;5;12482
22;5;6460
24;5;14057
26;5;17444
28;5;21545
30;5;43828
5;5;18
6;5;55
7;5;86
8;5;50
9;5;253
10;5;236
11;5;430
12;5;465
13;5;378
14;5;493
15;5;1609
16;5;1565
17;5;4424
18;5;2620
19;5;6826
20;5;8264
22;5;17192
24;5;16616
26;5;24812
28;5;64931
30;5;34564
5;5;31
6;5;57
7;5;69
8;5;173
9;5;150
10;5;395
11;5;355
12;5;469
13;5;1068
14;5;910
15;5;1920
16;5;1123
17;5;1965
18;5;2898
19;5;6044
20;5;5039
22;5;21130
24;5;11522
26;5;34901
28;5;122563
30;5;42635
5;5;21
6;5;39
7;5;120
8;5;91
9;5;113
10;5;319
11;5;341
12;5;813
13;5;568
14;5;1152
15;5;3845
16;5;1651
17;5;1445
18;5;2341
19;5;3205
20;5;8640
22;5;2378
24;5;9139
26;5;36965
28;5;13273
30;5;42997
5;5;17
6;5;49
7;5;69
8;5;68
9;5;157
10;5;381
11;5;273
12;5;449
13;5;1671
14;5;1953
15;5;725
16;5;920
17;5;1758
18;5;6950
19;5;5244
20;5;4203
22;5;4854
24;5;9661
26;5;38248
28;5;34600
30;5;18400
5;5;29
6;5;35
7;5;101
8;5;111
9;5;102
10;5;375
11;5;236
12;5;589
13;5;432
14;5;1059
15;5;2015
16;5;935
17;5;2270
18;5;7866
19;5;17234
20;5;3543
22;5;3592
24;5;22600
26;5;39748
28;5;42877
30;5;79678
5;5;14
6;5;40
7;5;68
8;5;97
9;5;138
10;5;197
11;5;416
12;5;557
13;5;526
14;5;5093
15;5;1985
16;5;3439
17;5;2758
18;5;4490
19;5;6804
20;5;13227
22;5;8298
24;5;37793
26;5;14241
28;5;85276
30;5;51561
5;5;22
6;5;24
7;5;62
8;5;112
9;5;152
10;5;149
11;5;213
12;5;826
13;5;881
14;5;810
15;5;1326
16;5;1595
17;5;7303
18;5;5515
19;5;9066
20;5;3694
22;5;6019
24;5;18307
26;5;106053
28;5;29801
30;5;29423
5;5;29
6;5;57
7;5;87
8;5;96
9;5;167
10;5;250
11;5;242
12;5;1651
13;5;659
14;5;1212
15;5;1928
16;5;2119
17;5;1837
18;5;3763
19;5;7200
20;5;12913
22;5;8686
24;5;6107
26;5;42433
28;5;34569
30;5;29601
5;5;25
6;5;63
7;5;55
8;5;106
9;5;174
10;5;200
11;5;260
12;5;610
13;5;643
14;5;872
15;5;2034
16;5;1024
17;5;4602
18;5;5741
19;5;3711
20;5;8791
22;5;12232
24;5;8860
26;5;8099
28;5;240377
30;5;79531
5;5;21
6;5;55
7;5;127
8;5;121
9;5;312
10;5;152
11;5;336
12;5;848
13;5;631
14;5;2076
15;5;975
16;5;1855
17;5;2141
18;5;2901
19;5;6819
20;5;17748
22;5;6094
24;5;12402
26;5;30792
28;5;12690
30;5;96417
5;5;28
6;5;41
7;5;54
8;5;104
9;5;181
10;5;196
11;5;466
12;5;1060
13;5;1166
14;5;2042
15;5;1578
16;5;2640
17;5;1836
18;5;3037
19;5;5068
20;5;5838
22;5;17444
24;5;20517
26;5;16714
28;5;35699
30;5;21524
5;5;27
6;5;41
7;5;76
8;5;78
9;5;136
10;5;139
11;5;464
12;5;283
13;5;784
14;5;1150
15;5;1573
16;5;3202
17;5;1466
18;5;1350
19;5;2980
20;5;6121
22;5;5424
24;5;13908
26;5;53217
28;5;31951
30;5;59474
5;5;17
6;5;35
7;5;71
8;5;106
9;5;152
10;5;183
11;5;191
12;5;577
13;5;829
14;5;1449
15;5;811
16;5;2708
17;5;3330
18;5;3869
19;5;9998
20;5;15303
22;5;13843
24;5;25590
26;5;33575
28;5;26009
30;5;34701
5;5;19
6;5;30
7;5;89
8;5;91
9;5;183
10;5;186
11;5;264
12;5;640
13;5;924
14;5;812
15;5;2622
16;5;1529
17;5;3731
18;5;5046
19;5;20041
20;5;4428
22;5;6803
24;5;7380
26;5;15239
28;5;70248
30;5;116664
5;5;31
6;5;51
7;5;81
8;5;114
9;5;237
10;5;166
11;5;305
12;5;388
13;5;412
14;5;1529
15;5;1521
16;5;886
17;5;2967
18;5;16556
19;5;1445
20;5;4108
22;5;6023
24;5;22985
26;5;37556
28;5;15330
30;5;45347
5;5;16
6;5;45
7;5;52
8;5;92
9;5;202
10;5;101
11;5;488
12;5;396
13;5;882
14;5;1433
15;5;910
16;5;3885
17;5;2214
18;5;1861
19;5;7442
20;5;4275
22;5;9312
24;5;7922
26;5;42697
28;5;243493
30;5;29115
5;5;19
6;5;32
7;5;99
8;5;133
9;5;190
10;5;306
11;5;484
12;5;732
13;5;849
14;5;2711
15;5;1549
16;5;1764
17;5;3059
18;5;5843
19;5;6379
20;5;2103
22;5;11890
24;5;4494
26;5;16239
28;5;30502
30;5;95544
5;5;22
6;5;26
7;5;56
8;5;115
9;5;146
10;5;339
11;5;195
12;5;265
13;5;885
14;5;946
15;5;1568
16;5;1910
17;5;5780
18;5;4466
19;5;9052
20;5;7069
22;5;5385
24;5;17007
26;5;15027
28;5;39627
30;5;54759
5;5;31
6;5;63
7;5;37
8;5;120
9;5;151
10;5;182
11;5;291
12;5;553
13;5;1039
14;5;672
15;5;1826
16;5;2966
17;5;3195
18;5;2977
19;5;1270
20;5;4471
22;5;6333
24;5;20860
26;5;17973
28;5;53194
30;5;68060
5;5;19
6;5;56
7;5;58
8;5;114
9;5;197
10;5;322
11;5;382
12;5;393
13;5;1231
14;5;1245
15;5;1208
16;5;2931
17;5;2926
18;5;3252
19;5;4249
20;5;1744
22;5;20342
24;5;9811
26;5;36137
28;5;43481
30;5;46555
5;5;19
6;5;40
7;5;78
8;5;121
9;5;112
10;5;241
11;5;449
12;5;324
13;5;624
14;5;2565
15;5;4625
16;5;2435
17;5;3967
18;5;4978
19;5;7595
20;5;5630
22;5;11988
24;5;15308
26;5;7935
28;5;50699
30;5;38698
5;5;31
6;5;43
7;5;55
8;5;120
9;5;87
10;5;199
11;5;762
12;5;303
13;5;1312
14;5;831
15;5;796
16;5;1255
17;5;3041
18;5;2638
19;5;3288
20;5;4600
22;5;10685
24;5;10581
26;5;18815
28;5;22658
30;5;19118
5;5;31
6;5;63
7;5;101
8;5;131
9;5;187
10;5;187
11;5;838
12;5;295
13;5;1042
14;5;1514
15;5;2199
16;5;1123
17;5;5071
18;5;8804
19;5;12410
20;5;11021
22;5;4366
24;5;6657
26;5;40443
28;5;9434
30;5;43984
5;5;23
6;5;37
7;5;69
8;5;79
9;5;253
10;5;200
11;5;157
12;5;606
13;5;1090
14;5;747
15;5;8242
16;5;2347
17;5;2013
18;5;10012
19;5;3106
20;5;9974
22;5;6460
24;5;21576
26;5;21919
28;5;80224
30;5;52361
5;5;27
6;5;35
7;5;71
8;5;92
9;5;139
10;5;327
11;5;324
12;5;382
13;5;790
14;5;2037
15;5;1211
16;5;3495
17;5;2022
18;5;1690
19;5;5145
20;5;4803
22;5;22824
24;5;10229
26;5;32144
28;5;24976
30;5;33826
5;5;27
6;5;39
7;5;61
8;5;95
9;5;127
10;5;421
11;5;350
12;5;698
13;5;505
14;5;701
15;5;1181
16;5;1667
17;5;3923
18;5;3160
19;5;2483
20;5;2206
22;5;6535
24;5;21136
26;5;5917
28;5;18885
30;5;59244
5;5;25
6;5;35
7;5;49
8;5;134
9;5;95
10;5;215
11;5;492
12;5;1204
13;5;603
14;5;885
15;5;755
16;5;1339
17;5;2010
18;5;3637
19;5;1346
20;5;3878
22;5;7566
24;5;3886
26;5;19866
28;5;52981
30;5;43786
5;5;22
6;5;34
7;5;98
8;5;123
9;5;240
10;5;540
11;5;291
12;5;476
13;5;1194
14;5;1848
15;5;1216
16;5;1576
17;5;2929
18;5;3621
19;5;3175
20;5;5803
22;5;28438
24;5;11624
26;5;28802
28;5;65050
30;5;64184
5;5;24
6;5;51
7;5;64
8;5;147
9;5;94
10;5;185
11;5;302
12;5;431
13;5;391
14;5;1077
15;5;2092
16;5;1735
17;5;3150
18;5;8259
19;5;8998
20;5;3146
22;5;42802
24;5;11370
26;5;18969
28;5;22264
30;5;44353
5;5;31
6;5;43
7;5;81
8;5;86
9;5;172
10;5;174
11;5;349
12;5;564
13;5;1069
14;5;1603
15;5;694
16;5;2996
17;5;4710
18;5;7016
19;5;5977
20;5;7412
22;5;8801
24;5;7426
26;5;13120
28;5;18321
30;5;52842
5;5;23
6;5;39
7;5;60
8;5;115
9;5;135
10;5;141
11;5;328
12;5;695
13;5;784
14;5;879
15;5;2050
16;5;2393
17;5;2279
18;5;2238
19;5;9205
20;5;5338
22;5;12995
24;5;37782
26;5;43511
28;5;18078
30;5;98960
5;5;25
6;5;30
7;5;82
8;5;142
9;5;159
10;5;193
11;5;384
12;5;540
13;5;457
14;5;1022
15;5;1731
16;5;1155
17;5;2277
18;5;3548
19;5;4070
20;5;3410
22;5;34655
24;5;11260
26;5;41772
28;5;38032
30;5;75440
5;5;24
6;5;36
7;5;99
8;5;87
9;5;296
10;5;467
11;5;386
12;5;1039
13;5;682
14;5;763
15;5;789
16;5;3125
17;5;2142
18;5;2234
19;5;5802
20;5;4865
22;5;21745
24;5;9006
26;5;32797
28;5;16006
30;5;18141
5;5;23
6;5;42
7;5;57
8;5;73
9;5;222
10;5;287
11;5;333
12;5;719
13;5;646
14;5;954
15;5;545
16;5;6368
17;5;1873
18;5;6683
19;5;7947
20;5;7466
22;5;14563
24;5;19875
26;5;20255
28;5;40421
30;5;21985
5;5;27
6;5;58
7;5;63
8;5;67
9;5;116
10;5;201
11;5;257
12;5;406
13;5;857
14;5;1472
15;5;849
16;5;1200
17;5;7769
18;5;4017
19;5;4450
20;5;1660
22;5;5281
24;5;9712
26;5;23450
28;5;20641
30;5;43914
5;5;15
6;5;35
7;5;64
8;5;70
9;5;121
10;5;243
11;5;696
12;5;377
13;5;2132
14;5;960
15;5;946
16;5;4088
17;5;1401
18;5;2066
19;5;4096
20;5;4309
22;5;30935
24;5;21464
26;5;17873
28;5;90547
30;5;38221
5;5;18
6;5;35
7;5;58
8;5;94
9;5;148
10;5;265
11;5;438
12;5;505
13;5;888
14;5;834
15;5;651
16;5;2161
17;5;2067
18;5;6293
19;5;5586
20;5;8388
22;5;24142
24;5;8287
26;5;17727
28;5;54731
30;5;224042
5;5;23
6;5;40
7;5;42
8;5;80
9;5;111
10;5;272
11;5;741
12;5;326
13;5;438
14;5;3755
15;5;1988
16;5;1168
17;5;1384
18;5;2623
19;5;4799
20;5;5289
22;5;6140
24;5;13047
26;5;15127
28;5;24374
30;5;70109
5;5;31
6;5;46
7;5;119
8;5;111
9;5;289
10;5;230
11;5;535
12;5;597
13;5;360
14;5;1011
15;5;2313
16;5;1966
17;5;1559
18;5;4447
19;5;6565
20;5;4955
22;5;3972
24;5;14319
26;5;19623
28;5;27456
30;5;45097
5;5;27
6;5;29
7;5;75
8;5;76
9;5;124
10;5;255
11;5;353
12;5;228
13;5;536
14;5;1074
15;5;1391
16;5;1291
17;5;942
18;5;3607
19;5;3936
20;5;4169
22;5;6975
24;5;4943
26;5;20874
28;5;66507
30;5;76887
5;5;27
6;5;51
7;5;60
8;5;121
9;5;176
10;5;465
11;5;422
12;5;282
13;5;746
14;5;1060
15;5;3504
16;5;2034
17;5;3560
18;5;3499
19;5;2214
20;5;6595
22;5;7535
24;5;17782
26;5;7794
28;5;83955
30;5;117800
5;5;20
6;5;51
7;5;50
8;5;125
9;5;76
10;5;204
11;5;375
12;5;1137
13;5;1623
14;5;741
15;5;1845
16;5;3489
17;5;2725
18;5;2747
19;5;4939
20;5;14877
22;5;8084
24;5;10150
26;5;20887
28;5;33792
30;5;30897
5;5;23
6;5;39
7;5;66
8;5;58
9;5;178
10;5;261
11;5;482
12;5;799
13;5;1901
14;5;802
15;5;1123
16;5;2580
17;5;6096
18;5;4005
19;5;5437
20;5;16250
22;5;6108
24;5;14552
26;5;29355
28;5;40360
30;5;114302
5;5;31
6;5;34
7;5;52
8;5;84
9;5;183
10;5;116
11;5;491
12;5;1530
13;5;850
14;5;960
15;5;1394
16;5;1786
17;5;1357
18;5;6773
19;5;8114
20;5;14285
22;5;8385
24;5;48798
26;5;26271
28;5;42862
30;5;14013
5;5;23
6;5;53
7;5;127
8;5;213
9;5;275
10;5;180
11;5;569
12;5;357
13;5;327
14;5;2094
15;5;397
16;5;2485
17;5;2111
18;5;2221
19;5;2967
20;5;3259
22;5;6041
24;5;11799
26;5;40069
28;5;18128
30;5;101151
5;5;27
6;5;47
7;5;41
8;5;123
9;5;121
10;5;155
11;5;235
12;5;416
13;5;734
14;5;629
15;5;2051
16;5;991
17;5;1354
18;5;2013
19;5;5267
20;5;5095
22;5;6178
24;5;7270
26;5;14999
28;5;15863
30;5;82752
5;5;30
6;5;30
7;5;41
8;5;69
9;5;192
10;5;161
11;5;694
12;5;716
13;5;1469
14;5;549
15;5;535
16;5;1985
17;5;3818
18;5;1981
19;5;2377
20;5;3564
22;5;13327
24;5;8262
26;5;13770
28;5;33087
30;5;52409
5;5;17
6;5;39
7;5;123
8;5;94
9;5;138
10;5;184
11;5;516
12;5;513
13;5;609
14;5;1028
15;5;926
16;5;3630
17;5;1344
18;5;1520
19;5;13827
20;5;6457
22;5;3588
24;5;9126
26;5;14492
28;5;171177
30;5;75662
5;5;23
6;5;45
7;5;103
8;5;94
9;5;154
10;5;284
11;5;231
12;5;589
13;5;783
14;5;1806
15;5;4072
16;5;2248
17;5;1988
18;5;6432
19;5;4423
20;5;10330
22;5;10376
24;5;30165
26;5;35720
28;5;34528
30;5;42923
5;5;29
6;5;56
7;5;105
8;5;105
9;5;174
10;5;303
11;5;668
12;5;308
13;5;408
14;5;1128
15;5;1778
16;5;982
17;5;1650
18;5;1674
19;5;5664
20;5;12178
22;5;17138
24;5;12056
26;5;21250
28;5;17759
30;5;82372
5;5;27
6;5;63
7;5;49
8;5;113
9;5;86
10;5;248
11;5;129
12;5;456
13;5;688
14;5;1343
15;5;651
16;5;756
17;5;2843
18;5;4034
19;5;2247
20;5;23253
22;5;11947
24;5;20130
26;5;40638
28;5;80921
30;5;220766
5;5;19
6;5;39
7;5;66
8;5;87
9;5;179
10;5;101
11;5;538
12;5;539
13;5;2176
14;5;674
15;5;1594
16;5;3631
17;5;1653
18;5;4760
19;5;2646
20;5;8454
22;5;10736
24;5;57717
26;5;29622
28;5;29753
30;5;21549
5;5;23
6;5;30
7;5;99
8;5;71
9;5;147
10;5;592
11;5;353
12;5;623
13;5;933
14;5;1014
15;5;5838
16;5;855
17;5;1541
18;5;2087
19;5;7600
20;5;4090
22;5;11754
24;5;4577
26;5;18671
28;5;23919
30;5;29488
5;5;31
6;5;63
7;5;94
8;5;80
9;5;120
10;5;295
11;5;216
12;5;398
13;5;1471
14;5;1677
15;5;913
16;5;2687
17;5;6943
18;5;9867
19;5;12388
20;5;6569
22;5;16011
24;5;10243
26;5;6249
28;5;39068
30;5;67927
5;5;20
6;5;37
7;5;64
8;5;102
9;5;153
10;5;147
11;5;163
12;5;284
13;5;591
14;5;700
15;5;2666
16;5;2401
17;5;6599
18;5;2866
19;5;1899
20;5;3830
22;5;10334
24;5;15815
26;5;22530
28;5;20221
30;5;15700
5;5;17
6;5;47
7;5;85
8;5;255
9;5;122
10;5;251
11;5;585
12;5;1058
13;5;877
14;5;847
15;5;1428
16;5;1344
17;5;3446
18;5;1746
19;5;3691
20;5;3175
22;5;10721
24;5;35277
26;5;76265
28;5;70801
30;5;54257
5;5;25
6;5;31
7;5;61
8;5;88
9;5;179
10;5;139
11;5;1262
12;5;904
13;5;1377
14;5;1343
15;5;975
16;5;1487
17;5;1358
18;5;3126
19;5;1616
20;5;7771
22;5;18617
24;5;13262
26;5;27435
28;5;208570
30;5;32279
5;5;19
6;5;30
7;5;69
8;5;131
9;5;165
10;5;218
11;5;293
12;5;413
13;5;554
14;5;681
15;5;1687
16;5;1516
17;5;3714
18;5;3612
19;5;11862
20;5;7238
22;5;21185
24;5;5679
26;5;34371
28;5;12720
30;5;29281
5;5;18
6;5;35
7;5;71
8;5;114
9;5;166
10;5;188
11;5;613
12;5;417
13;5;1078
14;5;1023
15;5;1842
16;5;1312
17;5;2396
18;5;2422
19;5;6077
20;5;4796
22;5;2892
24;5;14971
26;5;22205
28;5;53202
30;5;46174
5;5;24
6;5;39
7;5;109
8;5;78
9;5;179
10;5;237
11;5;274
12;5;644
13;5;1326
14;5;1075
15;5;556
16;5;3033
17;5;8716
18;5;2544
19;5;5761
20;5;4982
22;5;6019
24;5;20872
26;5;28593
28;5;16756
30;5;131197
5;5;18
6;5;27
7;5;93
8;5;97
9;5;129
10;5;128
11;5;580
12;5;434
13;5;771
14;5;631
15;5;808
16;5;906
17;5;9553
18;5;2157
19;5;3229
20;5;8441
22;5;7254
24;5;62709
26;5;19681
28;5;63733
30;5;288578
5;5;31
6;5;50
7;5;83
8;5;131
9;5;275
10;5;193
11;5;263
12;5;469
13;5;1111
14;5;1177
15;5;1487
16;5;2044
17;5;1871
18;5;4871
19;5;8193
20;5;2057
22;5;9864
24;5;8391
26;5;13147
28;5;167149
30;5;73456
5;5;19
6;5;45
7;5;53
8;5;135
9;5;339
10;5;355
11;5;247
12;5;594
13;5;689
14;5;607
15;5;667
16;5;1866
17;5;4673
18;5;3225
19;5;4163
20;5;2796
22;5;10532
24;5;32636
26;5;15405
28;5;22094
30;5;170361
5;10;31
6;10;63
7;10;107
8;10;178
9;10;219
10;10;503
11;10;630
12;10;999
13;10;2485
14;10;5530
15;10;6971
16;10;3242
17;10;12401
18;10;5360
19;10;31578
20;10;11435
22;10;25226
24;10;79371
26;10;354630
28;10;123584
5;2;7
6;2;25
7;2;32
8;2;69
9;2;39
10;2;83
11;2;73
12;2;112
13;2;133
14;2;355
15;2;274
16;2;217
17;2;425
18;2;352
19;2;891
20;2;804
22;2;430
24;2;729
26;2;1152
28;2;970
30;2;1898
35;2;2548
40;2;5267
5;2;9
6;2;18
7;2;36
8;2;58
9;2;54
10;2;82
11;2;116
12;2;101
13;2;221
14;2;235
15;2;267
16;2;429
17;2;370
18;2;287
19;2;650
20;2;482
22;2;651
24;2;1362
26;2;869
28;2;1548
30;2;2275
35;2;1794
40;2;9190
5;2;22
6;2;29
7;2;34
8;2;64
9;2;42
10;2;45
11;2;163
12;2;510
13;2;140
14;2;233
15;2;557
16;2;136
17;2;377
18;2;357
19;2;495
20;2;460
22;2;534
24;2;976
26;2;1231
28;2;1503
30;2;3893
35;2;3781
